k,period_cat,idens,ivscores,rel_ivscores
4,4,75,81686.2117771739,1.45409338543704
4,4,76,55891.3578695652,0.994920097444641
4,4,77,78726.1829891304,1.40140201699486
4,4,78,89499.3592554348,1.59317494914787
4,4,79,66756.1022282609,1.18832302999266
4,4,80,76976.4022065218,1.37025423076998
4,4,81,53721.7909293478,0.956299712579217
4,4,82,64186.1113586957,1.14257471283159
4,4,83,57872.93,1.03019399330716
4,4,84,61764.6772445652,1.09947084925381
4,4,85,88394.399576087,1.57350560072348
4,4,86,47002.6625489131,0.836692744385563
4,4,87,54211.7305326087,0.965021110240656
4,4,88,68912.2330434783,1.2267042388691
4,4,89,57579.5331413044,1.02497124613532
4,4,90,56941.7171413044,1.01361750593182
4,4,91,67844.3251902174,1.20769444869889
4,4,92,79889.8357771739,1.42211615938471
4,4,93,52063.1457391304,0.926774227832034
4,4,94,62696.6693152174,1.1160612073538
4,4,95,74791.977701087,1.3313693669082
4,4,96,63370.0517119565,1.12804806373587
4,4,97,61477.4629347826,1.09435815741792
4,4,98,56188.6904836957,1.00021290486067
4,4,99,67211.7831630435,1.19643459030035
4,4,100,95808.1008804348,1.7054766371288
4,5,1,179327.045701087,1.24493127246396
4,5,2,195808.413543478,1.35934887277493
4,5,3,222948.006353261,1.54775842181281
4,5,4,162146.557413044,1.1256602106876
4,5,5,151258.647228261,1.05007373220733
4,5,6,226791.70986413,1.57444233156024
4,5,7,258013.836119565,1.79119380491579
4,5,8,176968.651820652,1.22855873767389
4,5,9,245405.113380435,1.70366103381368
4,5,10,195796.403625,1.35926549704633
4,5,11,170788.942842391,1.18565771885832
4,5,12,178543.483228261,1.23949159423507
4,5,13,190599.122070652,1.32318472454761
4,5,14,177293.488641304,1.23081383263124
4,5,15,194269.366581522,1.34866444040033
4,5,16,225265.776103261,1.56384893416617
4,5,17,164221.830625,1.1400672540333
4,5,18,184220.076576087,1.27889986392546
4,5,19,197463.70363587,1.37084029278334
4,5,20,188101.038201087,1.30584242841877
4,5,21,175295.901733696,1.21694610620423
4,5,22,224666.651836957,1.5596896701115
4,5,23,171210.220663044,1.18858233032044
4,5,24,191303.208456522,1.32807266075856
4,5,25,159830.288793478,1.109580119541
4,5,26,165251.629005435,1.14721636086837
4,5,27,175374.197478261,1.21748965400278
4,5,28,167131.37713587,1.16026602230001
4,5,29,180475.41073913,1.25290349741461
4,5,30,149780.389309783,1.03981131192217
4,5,31,172172.975282609,1.1952660033209
4,5,32,271481.712358696,1.88469102524983
4,5,33,166631.10723913,1.15679302893925
4,5,34,238350.480684783,1.6546860851425
4,5,35,161731.777059783,1.12278070619925
4,5,36,241327.764201087,1.67535509991352
4,5,37,157778.54025,1.09533639007441
4,5,38,205889.360869565,1.42933322194682
4,5,39,191308.733945652,1.32811102002661
4,5,40,158916.557380435,1.10323677737371
4,5,41,150597.317309783,1.0454826216266
4,5,42,152962.312646739,1.06190098530787
4,5,43,158240.020184783,1.09854009423504
4,5,44,239295.323440217,1.66124540969504
4,5,45,242195.580592391,1.68137968901032
4,5,46,210903.831711957,1.46414487872812
4,5,47,169814.966527174,1.17889614216077
4,5,48,178234.21401087,1.2373445733056
4,5,49,163291.508358696,1.13360873419172
4,5,50,162282.163967391,1.12660162384476
4,5,51,142958.452206522,0.992451791748131
4,5,52,197026.625125,1.3678059891479
4,5,53,246653.928451087,1.71233060693301
4,5,54,190753.154820652,1.32425405676523
4,5,55,233411.954836957,1.6204016566906
4,5,56,151038.937266304,1.04854845306474
4,5,57,293667.441847826,2.03870966942848
4,5,58,134608.228451087,0.934482539845437
4,5,59,180278.506771739,1.2515365429448
4,5,60,159865.565657609,1.10982501997517
4,5,61,172742.03313587,1.19921653913995
4,5,62,136251.853418478,0.945892977764092
4,5,63,173045.170125,1.20132098867311
4,5,64,296540.618445652,2.05865594905385
4,5,65,147908.431092391,1.02681572993137
4,5,66,129203.631054348,0.896962531148628
4,5,67,258521.400168478,1.79471743602675
4,5,68,234073.725869565,1.6249958295912
4,5,69,167389.649532609,1.16205901109463
4,5,70,235222.089217391,1.63296804280796
4,5,71,189843.155407609,1.31793662303518
4,5,72,164385.217255435,1.14120152312771
4,5,73,190005.657429348,1.3190647509643
4,5,74,153646.682086957,1.06665204176294
4,5,75,205988.972711957,1.43002475119839
4,5,76,234166.797706522,1.62564195655972
4,5,77,169249.195271739,1.17496842269046
4,5,78,190038.440880435,1.31929234152834
4,5,79,188897.251423913,1.31136993118206
4,5,80,202670.213875,1.40698513302066
4,5,81,151334.114717391,1.05059764557972
4,5,82,195139.68098913,1.3547063713242
4,5,83,169002.879684783,1.17325844093117
4,5,84,225264.447211957,1.56383970868467
4,5,85,196958.532826087,1.36733327611122
4,5,86,314596.656,2.18400528339609
4,5,87,162338.811342391,1.12699488348034
4,5,88,239852.635663044,1.66511440453634
4,5,89,235908.300934783,1.6377318887921
4,5,90,191817.070592391,1.3316400146966
4,5,91,191775.124744565,1.33134881658143
4,5,92,181141.424777174,1.25752712627448
4,5,93,200077.84963587,1.38898832000066
4,5,94,189864.964809783,1.31808802912507
4,5,95,140643.825173913,0.976383096891092
4,5,96,155291.052119565,1.07806765210266
4,5,97,266623.923440217,1.85096709188552
4,5,98,159128.560695652,1.10470855513009
4,5,99,188589.62275,1.30923429929807
4,5,100,235239.083505435,1.63308602122307
5,2,1,3704.90777717391,1.19381621257132
5,2,2,2962.62221195652,0.954632784693892
5,2,3,3481.35865217391,1.12178295674364
5,2,4,3106.35232065217,1.00094630835369
5,2,5,4050.77398913044,1.30526316781221
5,2,6,2981.62188586957,0.960754966436365
5,2,7,3247.79479891304,1.04652269887397
5,2,8,3691.54111413044,1.18950913125944
5,2,9,3741.05284782609,1.20546308044073
5,2,10,3654.18345652174,1.17747153680386
5,2,11,4242.8540923913,1.3671562985395
5,2,12,3637.92539673913,1.17223277337957
5,2,13,3762.30947826087,1.21231251140201
5,2,14,3148.79643478261,1.01462288942524
5,2,15,3719.71186413044,1.1985864686975
5,2,16,4124.20322282609,1.32892394830522
5,2,17,3382.79517391304,1.09002327866468
5,2,18,3152.76190217391,1.01590066462152
5,2,19,3420.05347826087,1.10202885895399
5,2,20,4686.57283695652,1.51013384695444
5,2,21,2766.67919021739,0.891494922657601
5,2,22,3471.65733152174,1.11865694266327
5,2,23,3142.5373423913,1.01260604948694
5,2,24,3362.11379347826,1.0833592079924
5,2,25,3019.18577173913,0.972859012921558
5,2,26,4070.48875,1.31161576889395
5,2,27,3106.08746195652,1.00086096409577
5,2,28,3570.39551086957,1.15047291390861
5,2,29,4197.30450543478,1.35247905455528
5,2,30,2510.44208695652,0.808928762706253
5,2,31,4289.02861956522,1.38203491427392
5,2,32,3397.04594021739,1.09461524069961
5,2,33,3469.41129891304,1.11793321340913
5,2,34,3333.72994021739,1.07421320322358
5,2,35,3191.15281521739,1.02827120045215
5,2,36,3334.64663043478,1.07450858429896
5,2,37,2760.06697282609,0.889364296796569
5,2,38,4723.68810869565,1.52209333847246
5,2,39,3257.93858695652,1.04979128728467
5,2,40,3542.01236956522,1.14132713855042
5,2,41,4265.46026086957,1.37444058523612
5,2,42,3435.35378804348,1.10695901078891
5,2,43,3143.17805978261,1.01281250504681
5,2,44,4105.70867391304,1.32296453078
5,2,45,2737.12965217391,0.881973304384769
5,2,46,3625.53102173913,1.16823898818717
5,2,47,4012.71433152174,1.29299937097005
5,2,48,3514.98433695652,1.13261801393443
5,2,49,3305.92272826087,1.06525300705766
5,2,50,3927.49003804348,1.26553792000328
5,2,51,3304.91110326087,1.06492703556291
5,2,52,4143.80807065217,1.33524113258817
5,2,53,3167.73577173913,1.02072562905437
5,2,54,3156.68898913044,1.01716607265832
5,2,55,3762.19725,1.21227634858086
5,2,56,2802.48248369565,0.903031661164599
5,2,57,3437.81892391304,1.10775334072755
5,2,58,4320.53433695652,1.39218686365365
5,2,59,3741.28938043478,1.20553929730766
5,2,60,3409.96184782609,1.09877707706119
5,2,61,3480.32817391304,1.12145091024518
5,2,62,3189.83720652174,1.02784727762202
5,2,63,3815.35036956522,1.22940364558853
5,2,64,3106.85233695652,1.00110742641832
5,2,65,3107.7401576087,1.0013935049801
5,2,66,3751.47335326087,1.20882083428493
5,2,67,3795.80738043478,1.22310639376225
5,2,68,3493.31271195652,1.12563486109128
5,2,69,3907.47332608696,1.25908802254475
5,2,70,3390.78581521739,1.09259806802833
5,2,71,3368.74851086957,1.08549708392992
5,2,72,3045.27491847826,0.981265604454339
5,2,73,3244.89904347826,1.04558961227813
5,2,74,3159.40192934783,1.01804025150704
5,2,75,3853.51815217391,1.24170228307606
5,2,76,3824.7218423913,1.23242337424801
5,2,77,3851.3036576087,1.24098871618759
5,2,78,3507.97455434783,1.13035928237398
5,2,79,2900.19711956522,0.934517820476119
5,2,80,3084.47315217391,0.993896279684189
5,2,81,4588.88789130435,1.47865725459168
5,2,82,3425.826625,1.10388911475231
5,2,83,3681.5615326087,1.18629345439733
5,2,84,4363.85876086957,1.40614710309236
5,2,85,3473.60769021739,1.11928539820689
5,2,86,4238.2217826087,1.36566364963898
5,2,87,3598.97841304348,1.15968305733722
5,2,88,3753.81582608696,1.2095756390481
5,2,89,4037.31973913044,1.3009278637388
5,2,90,3166.90860326087,1.02045909417705
5,2,91,4168.4487173913,1.34318098030764
5,2,92,4701.60381521739,1.51497721327227
5,2,93,2837.55169565217,0.914331859796731
5,2,94,3799.86211956522,1.22441293460019
5,2,95,3082.59834782609,0.993292169687275
5,2,96,2971.45085869565,0.957477600879918
5,2,97,3642.208875,1.17361301982606
5,2,98,3819.42479347826,1.23071652936779
5,2,99,3097.23876086957,0.998009685885041
5,2,100,3480.83639673913,1.12161467266137
5,3,1,14944.368923913,1.02796073706337
5,3,2,20079.5252717391,1.38118670004132
5,3,3,16049.85325,1.10400238783111
5,3,4,20250.0094021739,1.39291359150604
5,3,5,22285.0916521739,1.5328984018614
5,3,6,11899.8117826087,0.81853836406515
5,3,7,18602.8581032609,1.27961293144429
5,3,8,17216.9067391304,1.18427912423844
5,3,9,16676.2489456522,1.14708953217787
5,3,10,14592.1023586957,1.00372979095469
5,3,11,12731.4446793478,0.875742918493016
5,3,12,17375.2908315217,1.19517370461066
5,3,13,11374.9106358696,0.782432605940833
5,3,14,17855.1919130435,1.22818409614946
5,3,15,12156.5577173913,0.836198844859012
5,3,16,16967.9472065217,1.16715423753748
5,3,17,19598.1929565217,1.34807785991282
5,3,18,17556.1259836957,1.20761259963942
5,3,19,14213.3884130435,0.9776796399787
5,3,20,13541.9325652174,0.931492995915574
5,3,21,21568.9264347826,1.48363638695285
5,3,22,15052.789375,1.0354185271768
5,3,23,19508.6121467391,1.34191597005854
5,3,24,11523.3947934783,0.792646211137197
5,3,25,12083.3538804348,0.831163458582293
5,3,26,15397.7217826087,1.05914498720784
5,3,27,9963.42770108696,0.685342588598596
5,3,28,21774.8855923913,1.49780345740851
5,3,29,22189.9782173913,1.52635594583522
5,3,30,13767.4282065217,0.947003899508758
5,3,31,14290.2039021739,0.982963456727767
5,3,32,13715.6427826087,0.943441796431283
5,3,33,10488.978375,0.721493024985062
5,3,34,15764.724423913,1.08438956645908
5,3,35,16579.5822173913,1.1404402315792
5,3,36,9738.30382608696,0.669857257257152
5,3,37,19826.7977282609,1.36380262760623
5,3,38,20367.6353369565,1.40100458840477
5,3,39,11801.1940380435,0.811754861201501
5,3,40,15289.6018641304,1.05170786947768
5,3,41,18215.6875,1.25298108230274
5,3,42,12878.5161413043,0.885859350254273
5,3,43,9846.83944021739,0.677322968955464
5,3,44,13410.7593586957,0.922470138761446
5,3,45,10010.8639619565,0.688605530910531
5,3,46,12758.0175108696,0.877570752616761
5,3,47,13501.7445543478,0.928728630455586
5,3,48,12136.3888586957,0.834811513285757
5,3,49,11149.0751467391,0.766898325634749
5,3,50,21495.9816521739,1.47861881994302
5,3,51,9850.92496195652,0.67760399493653
5,3,52,16170.5063315217,1.11230160951397
5,3,53,13994.613548913,0.962631030584254
5,3,54,18351.9815923913,1.26235618381324
5,3,55,13997.7155869565,0.962844406828498
5,3,56,17665.9831467391,1.21516921516925
5,3,57,13663.7249565217,0.939870585961119
5,3,58,9868.33420652174,0.678801504176705
5,3,59,14308.5346413044,0.984224351731321
5,3,60,14037.4065,0.965574579004695
5,3,61,14525.3602826087,0.999138882226671
5,3,62,10051.1872119565,0.691379198905602
5,3,63,9565.04988586956,0.657939842143021
5,3,64,11897.3999184783,0.818372462002517
5,3,65,22324.3154565217,1.53559644358087
5,3,66,19617.9641195652,1.34943783566276
5,3,67,10738.7823858696,0.738675999819414
5,3,68,15168.4274347826,1.04337278645478
5,3,69,22083.0424565217,1.51900028136243
5,3,70,10243.2598206522,0.704591071645744
5,3,71,26032.2294076087,1.79064836163328
5,3,72,10722.8176847826,0.73757785469332
5,3,73,16926.7717119565,1.16432194719737
5,3,74,21032.9617554348,1.4467696146169
5,3,75,13114.0626195652,0.902061608953754
5,3,76,14102.3595543478,0.970042428397456
5,3,77,17359.0200163044,1.19405450317173
5,3,78,10828.6556304348,0.744858005041308
5,3,79,11711.4827391304,0.805583995544805
5,3,80,13770.444673913,0.947211389705145
5,3,81,11311.7706956522,0.778089473098324
5,3,82,18060.7470108696,1.24232337301984
5,3,83,13931.4963152174,0.958289459628564
5,3,84,12240.2228043478,0.841953816841581
5,3,85,18781.4033097826,1.29189431067347
5,3,86,16913.3262608696,1.16339709075948
5,3,87,19238.3188315217,1.32332362153256
5,3,88,11588.1834945652,0.797102755355412
5,3,89,17731.1338478261,1.21965065985591
5,3,90,17376.423423913,1.19525161091204
5,3,91,17206.2154945652,1.1835437181668
5,3,92,20028.2638804348,1.37766064297887
5,3,93,13709.9256793478,0.943048540770115
5,3,94,23200.6945543478,1.59587890234075
5,3,95,19153.8157065217,1.31751100441226
5,3,96,21217.395375,1.45945603319187
5,3,97,11173.3793913043,0.768570113134391
5,3,98,21007.4907065217,1.44501756751824
5,3,99,15213.6092391304,1.04648065411622
5,3,100,11532.1693532609,0.793249776465881
5,4,1,49485.0865271739,0.880882286391575
5,4,2,56060.422326087,0.997929607894353
5,4,3,46355.4626684783,0.82517196205619
5,4,4,60468.6064130435,1.07639953792511
5,4,5,67867.7443804348,1.20811133288101
5,4,6,81415.2802119565,1.449270542165
5,4,7,105499.64676087,1.87799550479084
5,4,8,68338.1282826087,1.21648462019458
5,4,9,63610.7628369565,1.13233295401354
5,4,10,49609.7604239131,0.883101602046457
5,4,11,68572.9636576087,1.22066491645297
5,4,12,70337.6250380435,1.25207759167686
5,4,13,86103.5273913044,1.53272586546215
5,4,14,61812.5213858696,1.10032252113195
5,4,15,85821.0065434783,1.52769672177762
5,4,16,39621.3066358696,0.705297487154252
5,4,17,63643.3902282609,1.13291375305964
5,4,18,67280.1522282609,1.19765162562783
5,4,19,72010.2573315218,1.28185206035769
5,4,20,67439.3791358696,1.20048601821503
5,4,21,77399.6925869565,1.3777892079579
5,4,22,60756.0269021739,1.08151589995232
5,4,23,55912.2499184783,0.995291996073207
5,4,24,66746.8677282609,1.18815864698265
5,4,25,89379.3485978261,1.59103864364889
5,4,26,97666.0665434783,1.73855021860874
5,4,27,67327.1963478261,1.19848905634711
5,4,28,57994.7003206522,1.03236162250615
5,4,29,87420.4649347826,1.55616862439714
5,4,30,57548.4351521739,1.02441767192358
5,4,31,81823.3024402174,1.45653373151259
5,4,32,75995.8473858696,1.3527994088637
5,4,33,73054.7279565217,1.3004446452512
5,4,34,56947.0200326087,1.01371190251359
5,4,35,65337.685173913,1.16307383785061
5,4,36,82437.7216902174,1.46747098699149
5,4,37,78175.6971413044,1.39160283776148
5,4,38,69939.1593097826,1.24498451724996
5,4,39,84257.9326847826,1.49987249894453
5,4,40,77508.7202989131,1.37973000642727
5,4,41,95214.6963858696,1.69491346457295
5,4,42,57730.3328423913,1.02765562631535
5,4,43,82598.0247228261,1.47032453564199
